num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,270,4,4,4.0,KIXRGN,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,58,18,1,3.0,DMKOOL,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,53,23,10,3.0,MELSZX,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,101,6,6,,DMKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,10,3,7,4.0,ICNKNO,South Korea,0,0,0,6.62,1
1,Internet,RoundTrip,30,6,10,5.0,DMKSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,70,5,11,3.0,DMKHND,Japan,0,0,0,7.57,0
1,Mobile,RoundTrip,61,21,13,4.0,CTUKCH,Malaysia,1,0,0,4.72,0
1,Internet,RoundTrip,286,4,14,7.0,CGKKIX,Indonesia,0,0,1,7.0,0
1,Internet,RoundTrip,11,5,12,,COKPER,India,1,1,1,5.62,0
2,Internet,RoundTrip,85,20,22,6.0,MELPEK,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,36,5,8,6.0,DPSICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,36,21,15,,DPSKIX,Japan,1,0,1,7.0,1
2,Internet,RoundTrip,83,22,8,5.0,CMBMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,42,4,16,4.0,HNDPEN,Japan,0,1,0,7.57,0
1,Internet,RoundTrip,19,22,14,,COKMEL,Australia,0,0,1,8.83,0
5,Mobile,RoundTrip,103,4,10,6.0,DPSKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,85,37,12,7.0,CMBSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,61,26,1,4.0,KTMMFM,Macau,1,1,1,4.75,1
2,Mobile,RoundTrip,48,19,11,4.0,HNDPER,Australia,1,1,0,7.57,0
1,Internet,RoundTrip,14,2,10,3.0,MAATPE,India,0,0,0,4.67,0
1,Internet,RoundTrip,135,3,11,3.0,HNDPEN,Japan,0,1,1,7.57,1
1,Internet,RoundTrip,161,38,10,,MAAMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,94,4,9,,PERREP,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,122,47,8,3.0,PERVTZ,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,48,6,13,4.0,MELTPE,Australia,0,0,0,8.83,0
1,Internet,OneWay,14,17,8,5.0,SYDTPE,Taiwan,1,0,0,8.58,0
1,Internet,RoundTrip,0,4,2,6.0,ICNMAA,India,1,1,0,6.62,1
2,Internet,RoundTrip,157,25,23,,SGNSYD,Australia,1,0,0,8.58,0
2,Mobile,RoundTrip,111,21,8,7.0,PENSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,76,63,8,6.0,MYYSYD,Malaysia,1,1,1,8.58,0
1,Internet,RoundTrip,19,5,16,6.0,HKTSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,18,29,16,4.0,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,42,6,2,,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,340,34,9,5.0,MELPNH,Australia,0,1,0,8.83,0
1,Mobile,OneWay,17,2,11,6.0,DMKSYD,Thailand,0,0,0,8.58,0
4,Internet,RoundTrip,178,19,5,4.0,CRKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,6,5,14,5.0,PENPUS,South Korea,0,0,0,6.33,0
1,Internet,RoundTrip,24,20,16,,RGNTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,67,50,4,,KTMPEN,Malaysia,1,0,1,4.75,1
1,Internet,RoundTrip,6,5,7,5.0,PENPER,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,38,6,11,,DPSPEK,China,1,0,0,6.42,0
1,Internet,RoundTrip,168,4,0,3.0,BTUPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,33,18,15,7.0,HKGOOL,Hong Kong,1,0,0,8.83,0
1,Internet,RoundTrip,70,20,4,3.0,DMKMEL,Australia,0,1,0,8.83,0
1,Mobile,RoundTrip,14,6,7,6.0,AORKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,35,5,15,3.0,DPSMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,131,34,23,4.0,DPSOOL,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,227,36,0,,COKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,252,19,5,,SYDTPE,Taiwan,1,1,0,8.58,0
1,Internet,RoundTrip,78,22,10,4.0,HYDSYD,(not set),1,0,1,8.58,0
1,Internet,RoundTrip,88,21,11,3.0,CMBMEL,Australia,1,0,1,8.83,0
4,Internet,RoundTrip,17,3,12,7.0,MNLSYD,Philippines,0,0,0,8.58,0
2,Internet,RoundTrip,308,6,5,3.0,KBRTPE,Malaysia,1,0,0,4.67,1
1,Internet,RoundTrip,230,45,7,,DELMEL,India,0,0,0,8.83,0
1,Internet,RoundTrip,233,83,7,4.0,AKLKUL,New Zealand,1,1,1,8.83,1
1,Internet,RoundTrip,216,32,4,,COKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,225,1,16,,DMKKIX,Japan,0,0,1,7.0,0
2,Internet,RoundTrip,2,1,11,,CTUTRZ,China,1,0,0,4.72,0
2,Internet,RoundTrip,33,4,1,5.0,ICNSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,15,5,4,5.0,CGKHND,Indonesia,1,0,1,7.57,1
2,Internet,RoundTrip,12,19,13,4.0,AKLKUL,Saudi Arabia,1,0,0,8.83,0
3,Internet,RoundTrip,98,6,17,6.0,PENPER,Malaysia,1,1,1,5.62,1
1,Internet,RoundTrip,41,61,11,,ICNKTM,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,52,18,8,3.0,ICNSYD,South Korea,1,0,0,8.58,0
1,Internet,RoundTrip,5,89,9,,KIXPEN,Malaysia,1,0,1,7.0,0
1,Mobile,RoundTrip,74,5,1,6.0,MELSBW,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,557,22,19,6.0,BLRMEL,India,1,0,1,8.83,0
1,Internet,RoundTrip,12,27,22,4.0,BDOMEL,Australia,1,0,0,8.83,0
3,Internet,RoundTrip,404,6,2,7.0,BKISYD,Malaysia,1,0,1,8.58,1
2,Internet,RoundTrip,40,5,13,4.0,HNDLGK,Japan,1,1,0,7.57,0
1,Mobile,RoundTrip,23,5,8,3.0,PENTPE,Malaysia,1,1,1,4.67,1
3,Mobile,RoundTrip,30,3,15,,HKTKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,33,6,3,4.0,DPSPEK,China,1,0,0,6.42,0
1,Internet,RoundTrip,14,60,5,,JHBKTM,Malaysia,1,0,0,4.75,0
1,Internet,RoundTrip,219,22,10,7.0,DADMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,21,5,2,3.0,KIXREP,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,77,4,11,4.0,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,58,127,20,6.0,AKLKUL,New Zealand,0,0,0,8.83,0
4,Internet,RoundTrip,33,5,13,3.0,PENTPE,Malaysia,1,1,1,4.67,0
1,Internet,RoundTrip,460,27,23,4.0,KIXPER,Australia,0,1,0,7.0,0
1,Internet,RoundTrip,25,36,12,7.0,KTMSIN,Singapore,1,1,1,4.75,0
1,Internet,RoundTrip,1,19,1,,KTMPEN,Malaysia,0,0,0,4.75,0
1,Internet,RoundTrip,33,6,7,5.0,MNLSYD,Philippines,0,0,0,8.58,0
1,Internet,RoundTrip,7,2,1,6.0,HKTICN,United States,1,1,1,6.62,0
1,Internet,RoundTrip,49,5,2,,HKTPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,32,90,3,,KTMPEN,Malaysia,1,0,0,4.75,1
1,Internet,RoundTrip,6,17,4,,PEKSIN,China,1,0,0,6.42,0
1,Internet,RoundTrip,58,28,8,5.0,KTMMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,204,31,4,3.0,MYYSYD,Malaysia,1,1,0,8.58,0
3,Internet,RoundTrip,84,29,3,7.0,MELSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,14,30,8,,PERTPE,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,18,25,18,5.0,MELSGN,Australia,0,0,1,8.83,0
4,Internet,RoundTrip,137,21,9,4.0,COKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,73,25,3,4.0,IKASIN,Singapore,0,0,0,8.15,0
1,Internet,RoundTrip,266,5,16,4.0,SYDTPE,Taiwan,1,1,1,8.58,0
1,Internet,RoundTrip,14,35,23,6.0,MELPEN,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,84,6,3,3.0,MELTPE,Taiwan,1,1,1,8.83,0
2,Internet,RoundTrip,261,4,8,,DMKICN,Thailand,0,0,0,6.62,0
2,Internet,RoundTrip,56,5,15,4.0,LOPPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,29,2,22,3.0,DMKPER,United Kingdom,0,0,0,5.62,0
1,Internet,RoundTrip,15,86,7,,CMBSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,56,5,6,,ICNKBR,Malaysia,1,1,1,6.62,0
4,Internet,RoundTrip,349,5,4,,HKTICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,207,5,7,7.0,HNDREP,Japan,1,1,0,7.57,0
7,Internet,RoundTrip,119,6,1,,AKLKUL,Malaysia,1,0,1,8.83,1
2,Internet,RoundTrip,110,6,15,,ICNSYD,South Korea,1,0,0,8.58,0
2,Mobile,RoundTrip,72,6,21,7.0,HKTOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,55,6,7,5.0,PENTPE,Malaysia,1,0,0,4.67,0
3,Internet,RoundTrip,30,4,16,3.0,BKIICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,39,19,18,6.0,DMKOOL,Thailand,1,1,1,8.83,0
1,Internet,RoundTrip,115,22,3,6.0,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,12,5,8,,KCHPVG,Malaysia,1,1,0,5.33,0
1,Internet,RoundTrip,2,6,16,,BKIMEL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,35,3,7,,KCHPEK,Malaysia,1,0,1,6.42,0
2,Internet,RoundTrip,58,29,4,5.0,MELVTZ,Indonesia,1,1,1,8.83,0
1,Internet,RoundTrip,43,30,10,,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,170,22,3,4.0,DMKSYD,Australia,1,1,0,8.58,0
7,Internet,RoundTrip,97,17,16,5.0,AKLKUL,United Kingdom,1,1,0,8.83,1
3,Internet,RoundTrip,25,28,5,6.0,OOLTRZ,Australia,1,0,1,8.83,1
1,Internet,RoundTrip,70,6,22,3.0,AKLKUL,New Zealand,0,0,0,8.83,0
2,Internet,RoundTrip,390,18,2,,HKTMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,109,29,14,5.0,KNOTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,76,31,17,3.0,COKSYD,Germany,1,1,1,8.58,0
1,Internet,RoundTrip,9,23,21,7.0,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,23,5,13,,DMKPER,Australia,0,1,0,5.62,0
4,Internet,RoundTrip,236,23,12,4.0,HKTMEL,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,15,6,9,,KIXREP,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,14,200,19,5.0,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,89,28,4,3.0,DPSICN,South Korea,1,0,0,6.62,1
2,Internet,RoundTrip,58,4,7,7.0,CMBHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,92,4,12,5.0,DPSKIX,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,57,6,17,,KIXSBW,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,4,49,9,,KTMPEN,Malaysia,1,0,1,4.75,0
2,Mobile,RoundTrip,21,6,2,6.0,HKTWUH,China,0,1,0,5.13,1
2,Mobile,RoundTrip,93,3,3,5.0,HNDMEL,Japan,0,0,0,8.83,0
4,Internet,RoundTrip,21,4,13,5.0,OOLPEN,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,17,6,2,,DMKHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,108,151,22,4.0,CGKPUS,South Korea,1,0,1,6.33,0
1,Internet,RoundTrip,32,61,22,4.0,HDYPER,Australia,1,1,1,5.62,0
2,Mobile,RoundTrip,15,6,15,,KIXSGN,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,100,6,23,6.0,DPSMEL,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,225,29,12,4.0,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,24,3,15,7.0,HNDMLE,Japan,0,1,0,7.57,0
1,Internet,RoundTrip,67,3,15,7.0,DMKTPE,Thailand,0,0,0,4.67,0
1,Internet,RoundTrip,48,4,5,4.0,AKLKUL,New Zealand,0,0,1,8.83,1
1,Internet,RoundTrip,176,4,6,5.0,ICNKBV,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,30,6,7,5.0,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,10,5,10,,SYDTPE,Australia,0,1,1,8.58,0
2,Internet,RoundTrip,50,4,18,4.0,CGKICN,Indonesia,1,0,1,6.62,1
1,Internet,RoundTrip,67,25,12,,ICNMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,156,28,9,,CMBSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,31,88,6,,COKSYD,India,1,0,0,8.58,0
1,Internet,RoundTrip,24,4,1,3.0,AKLKUL,Malaysia,0,0,0,8.83,0
2,Internet,RoundTrip,60,120,4,3.0,MELMRU,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,185,5,14,,KBVKIX,Japan,1,1,1,7.0,0
2,Internet,RoundTrip,63,3,7,5.0,KCHXIY,Malaysia,0,0,0,5.0,0
1,Internet,RoundTrip,105,23,10,6.0,CMBOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,121,45,0,,OOLREP,Australia,1,1,1,8.83,0
4,Internet,RoundTrip,331,6,14,4.0,DPSHGH,China,0,0,0,5.07,1
1,Internet,RoundTrip,32,34,5,4.0,KTMPEN,Malaysia,1,0,0,4.75,0
1,Mobile,RoundTrip,105,82,12,,HNDIKA,Japan,0,0,0,8.15,0
2,Internet,RoundTrip,233,27,15,,ICNSYD,South Korea,0,0,1,8.58,0
1,Mobile,RoundTrip,49,4,4,4.0,DMKHND,Thailand,1,0,0,7.57,0
1,Internet,RoundTrip,71,41,10,,HYDSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,19,30,2,,CKGSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,181,6,15,7.0,ICNSIN,Singapore,0,0,0,6.62,1
1,Internet,RoundTrip,14,6,15,3.0,BKIKIX,United States,0,0,0,7.0,0
2,Mobile,RoundTrip,60,33,3,3.0,PENSYD,Malaysia,1,0,0,8.58,0
1,Internet,RoundTrip,83,6,2,4.0,HGHSIN,China,0,0,1,5.07,0
1,Internet,RoundTrip,64,17,4,,OOLTPE,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,8,17,9,5.0,PERSBW,Malaysia,1,1,0,5.62,0
3,Internet,RoundTrip,165,3,4,7.0,DPSICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,25,3,3,7.0,DMKPER,Thailand,1,1,0,5.62,0
1,Internet,RoundTrip,51,50,5,4.0,KTMPEN,Malaysia,1,0,0,4.75,1
1,Internet,RoundTrip,54,28,10,,PENPER,Australia,1,0,0,5.62,0
4,Internet,RoundTrip,310,17,21,7.0,DADMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,273,17,10,7.0,ICNSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,40,29,8,3.0,IKAPER,Australia,1,0,1,8.15,0
1,Internet,RoundTrip,60,22,1,,MNLOOL,Australia,0,1,0,8.83,0
2,Internet,RoundTrip,278,6,17,6.0,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,64,29,12,3.0,HNDPER,Australia,0,0,0,7.57,0
2,Mobile,RoundTrip,24,6,5,5.0,LGKPVG,China,1,1,0,5.33,0
2,Internet,RoundTrip,172,6,8,,JHBTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,418,5,13,4.0,ICNSUB,Indonesia,0,0,0,6.62,0
1,Internet,RoundTrip,30,4,3,,ICNSIN,United States,0,0,0,6.62,0
7,Internet,RoundTrip,49,6,7,7.0,AKLKUL,Indonesia,1,1,1,8.83,0
1,Internet,RoundTrip,17,6,6,,CTSDMK,Thailand,0,0,0,8.67,0
1,Internet,RoundTrip,97,6,3,6.0,KIXLOP,Japan,0,0,0,7.0,1
2,Mobile,RoundTrip,220,6,3,,ICNPEN,Malaysia,0,0,0,6.62,0
1,Internet,RoundTrip,25,28,8,4.0,DELSUB,Indonesia,1,0,0,5.52,0
1,Internet,RoundTrip,63,91,5,6.0,HNDPER,Australia,1,0,1,7.57,0
1,Internet,RoundTrip,34,5,10,3.0,BKIPEK,China,1,0,0,6.42,0
1,Internet,RoundTrip,37,22,6,3.0,MELPEN,Malaysia,1,1,0,8.83,0
3,Internet,RoundTrip,101,6,14,4.0,CKGDPS,China,0,0,0,4.83,0
2,Internet,OneWay,32,56,8,,CMBOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,52,20,15,4.0,PEKSYD,(not set),1,1,0,8.58,0
1,Internet,RoundTrip,173,5,13,5.0,DPSPEK,China,1,0,1,6.42,0
1,Internet,RoundTrip,9,54,14,5.0,PERPUS,Australia,1,0,0,6.33,0
2,Internet,RoundTrip,30,3,4,4.0,ICNSYD,South Korea,1,0,0,8.58,0
1,Internet,RoundTrip,5,24,9,3.0,CTUKNO,Indonesia,1,0,1,4.72,1
1,Internet,RoundTrip,30,4,4,,JHBMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,27,57,12,,HYDSYD,Australia,1,1,1,8.58,1
1,Internet,RoundTrip,298,43,7,6.0,MELSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,20,17,15,3.0,SYDTPE,Australia,1,0,1,8.58,0
3,Internet,RoundTrip,50,6,15,5.0,ICNSIN,Singapore,0,0,0,6.62,1
2,Internet,RoundTrip,12,39,17,4.0,KCHMEL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,198,207,10,7.0,AKLKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,235,18,18,6.0,AKLKUL,China,0,0,1,8.83,0
2,Mobile,RoundTrip,73,4,23,,KIXSIN,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,24,90,2,,HANOOL,Vietnam,0,0,0,8.83,1
2,Internet,RoundTrip,12,6,7,6.0,HGHJHB,Malaysia,0,1,0,5.07,0
1,Internet,RoundTrip,8,38,7,3.0,KTMPEN,Malaysia,1,0,1,4.75,1
1,Internet,RoundTrip,64,20,7,6.0,DMKOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,50,6,9,6.0,CTSDMK,Thailand,1,1,0,8.67,0
2,Internet,RoundTrip,32,3,8,,PENPUS,Malaysia,0,0,0,6.33,1
1,Internet,RoundTrip,226,5,12,7.0,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,44,83,2,3.0,MAAPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,26,5,9,6.0,DPSMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,238,29,2,6.0,MELSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,5,27,9,5.0,HYDSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,80,19,15,4.0,HKTPER,Australia,0,0,0,5.62,1
1,Internet,RoundTrip,2,18,11,3.0,COKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,18,3,6,3.0,ICNSIN,South Korea,0,0,0,6.62,0
1,Mobile,RoundTrip,23,3,8,4.0,KIXPNH,Cambodia,0,0,0,7.0,0
1,Internet,RoundTrip,18,205,6,,OOLPEN,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,3,67,12,,CNXOOL,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,22,41,3,,CGKKIX,Indonesia,1,0,0,7.0,0
1,Internet,RoundTrip,82,6,7,5.0,KNOTPE,Indonesia,1,0,0,4.67,0
1,Mobile,RoundTrip,1,32,18,6.0,KTMMFM,Macau,0,1,0,4.75,0
1,Internet,RoundTrip,262,17,2,,DMKMEL,Thailand,1,1,0,8.83,0
1,Internet,RoundTrip,42,5,2,4.0,HNDJOG,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,43,30,5,3.0,MYYPER,Malaysia,1,0,0,5.62,0
2,Internet,RoundTrip,18,5,9,,DMKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,142,23,5,5.0,CGKIKA,United Arab Emirates,0,0,0,8.15,0
1,Internet,RoundTrip,30,42,23,6.0,MELTPE,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,71,21,23,7.0,KTMMFM,Macau,1,0,0,4.75,1
1,Internet,RoundTrip,18,21,5,4.0,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,14,5,12,4.0,KCHPER,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,303,6,17,,KCHTPE,Malaysia,1,0,1,4.67,1
1,Internet,RoundTrip,2,2,10,3.0,PERSGN,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,19,431,12,,CANMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,18,6,6,,AKLKUL,Malaysia,0,1,1,8.83,0
1,Mobile,RoundTrip,8,6,17,,HKTPEK,China,0,0,0,6.42,0
1,Mobile,RoundTrip,45,51,13,5.0,CTUKCH,Malaysia,1,1,0,4.72,1
1,Internet,RoundTrip,30,5,7,3.0,HNDSYD,Japan,0,1,1,8.58,0
1,Internet,RoundTrip,10,22,4,3.0,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,47,18,5,3.0,CEBMEL,Australia,1,1,1,8.83,0
6,Internet,RoundTrip,40,6,16,,CTSSIN,Singapore,1,0,0,8.67,0
2,Internet,RoundTrip,16,6,18,6.0,BKIICN,Malaysia,1,0,0,6.62,1
1,Internet,RoundTrip,60,91,0,3.0,MELPVG,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,26,6,7,3.0,ICNLGK,South Korea,1,1,0,6.62,1
4,Internet,CircleTrip,35,4,13,7.0,DPSICN,South Korea,1,1,0,6.62,0
1,Internet,RoundTrip,64,4,10,7.0,MRUSIN,Singapore,0,0,0,7.42,0
1,Internet,RoundTrip,3,5,13,,COKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,8,92,8,4.0,DMKOOL,Australia,1,1,1,8.83,1
2,Internet,RoundTrip,142,21,10,5.0,CMBPER,Australia,1,1,0,5.62,0
2,Internet,RoundTrip,60,5,6,5.0,HNDLGK,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,51,3,5,7.0,BLRMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,6,58,8,,JHBPUS,Malaysia,1,0,1,6.33,0
1,Internet,RoundTrip,60,5,11,6.0,OOLTPE,Taiwan,0,0,1,8.83,0
2,Internet,RoundTrip,49,21,8,5.0,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,85,33,17,7.0,AKLKUL,Oman,1,0,1,8.83,0
1,Internet,RoundTrip,23,21,23,,KNOPER,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,47,4,16,6.0,KIXSIN,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,57,21,14,,AKLKUL,Malaysia,0,0,0,8.83,1
1,Internet,RoundTrip,91,31,5,,MELSGN,Vietnam,1,0,0,8.83,0
2,Internet,RoundTrip,35,6,14,6.0,HGHSUB,Indonesia,1,1,0,5.07,0
1,Internet,RoundTrip,25,38,1,5.0,OOLXIY,China,1,0,0,8.83,0
1,Internet,RoundTrip,85,30,8,7.0,CMBPEK,China,0,0,0,6.42,0
2,Internet,RoundTrip,86,67,12,5.0,ICNPER,Australia,1,0,1,6.62,0
1,Mobile,RoundTrip,97,3,14,6.0,PENPVG,Malaysia,0,0,0,5.33,0
2,Internet,RoundTrip,243,18,4,,CNXMEL,Cyprus,1,0,0,8.83,0
1,Mobile,RoundTrip,55,25,9,,AKLKUL,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,87,5,7,6.0,REPTPE,Taiwan,1,0,0,4.67,0
1,Mobile,RoundTrip,31,24,2,,KNOTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,21,4,11,7.0,CGKKTM,Indonesia,1,0,1,4.75,1
2,Internet,RoundTrip,170,6,0,3.0,JHBMEL,Malaysia,1,0,1,8.83,1
3,Internet,RoundTrip,158,18,6,,BOMSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,2,6,6,4.0,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,55,4,2,,BKIICN,South Korea,1,0,0,6.62,1
1,Internet,RoundTrip,112,69,7,4.0,KHHMEL,Taiwan,1,0,0,8.83,0
1,Internet,RoundTrip,56,21,13,,AKLKUL,New Zealand,0,0,0,8.83,0
3,Internet,RoundTrip,130,45,13,5.0,SGNSYD,Australia,1,0,0,8.58,0
1,Internet,OneWay,21,21,18,,DPSHND,France,1,0,0,7.57,0
1,Internet,RoundTrip,17,3,16,,KIXSIN,Singapore,1,1,0,7.0,0
1,Internet,RoundTrip,0,4,4,,ICNPER,Australia,0,0,0,6.62,0
1,Internet,RoundTrip,112,34,5,,COKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,21,27,7,6.0,PERRGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,120,4,6,4.0,CNXHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,50,4,4,4.0,DMKKIX,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,58,6,12,5.0,DPSPEK,China,0,0,0,6.42,0
1,Internet,RoundTrip,8,3,11,4.0,DPSPVG,South Korea,0,1,0,5.33,0
1,Internet,RoundTrip,1,28,13,3.0,PENPVG,Malaysia,1,1,1,5.33,0
6,Internet,RoundTrip,3,24,2,,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,62,3,4,6.0,CGKMEL,Indonesia,0,1,1,8.83,0
1,Internet,RoundTrip,13,45,0,4.0,MELTRZ,Australia,1,1,0,8.83,0
3,Internet,RoundTrip,21,3,13,4.0,DPSKIX,Japan,0,0,0,7.0,0
3,Internet,RoundTrip,163,18,5,5.0,PERPUS,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,2,18,3,4.0,OOLRGN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,27,6,9,6.0,PERPNH,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,2,365,5,5.0,PENTPE,Malaysia,1,0,0,4.67,0
2,Internet,RoundTrip,20,4,4,4.0,ICNOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,65,5,9,,BKIOOL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,1,3,11,7.0,OOLSIN,Singapore,1,0,0,8.83,0
1,Internet,RoundTrip,46,6,3,6.0,HKGPER,United States,0,0,0,5.62,0
